id,title,slug,format,category,topicTags,contributors,url,canonicalUrl,externalUrl,publishedOn,publishedTs,ageDays,freshnessBucket,imageUrl,thumbnailUrl,headerImageUrl,summary,sourceCsv,sourceCollectionId
blog-post:crowdstrike-a-stark-reminder-of-our-digital-fragility,CrowdStrike: A Stark Reminder of Our Digital Fragility,crowdstrike-a-stark-reminder-of-our-digital-fragility,blog-post,cybersecurity,,,https://www.immersivelabs.com/resources/c7-blog/crowdstrike-a-stark-reminder-of-our-digital-fragility/,https://www.immersivelabs.com/resources/c7-blog/crowdstrike-a-stark-reminder-of-our-digital-fragility/,,2024-07-19T00:00:00.000Z,1721347200000,583,1-2y,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/679e3548c411fb8715cd09a8_66fd193ee900b64091e4cef7_66be1e54069e4aae37912d2d_Hands-on-active-learning.jpeg,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/679e3548c411fb8715cd09a8_66fd193ee900b64091e4cef7_66be1e54069e4aae37912d2d_Hands-on-active-learning.jpeg,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/679e3548c411fb8715cd09a8_66fd193ee900b64091e4cef7_66be1e54069e4aae37912d2d_Hands-on-active-learning.jpeg,The CrowdStrike issue cannot be seen as a one-off incident. This blog explores strategies for protecting against similar future issues.,Immersive - Blog Posts - 679e309747ababc3401407fa.csv,679e309747ababc3401407fa
blog-post:unforseen-consequences-the-impact-of-faulty-edr-and-elam-drivers,CrowdStrike: The Impact of Faulty EDR and ELAM Drivers,unforseen-consequences-the-impact-of-faulty-edr-and-elam-drivers,blog-post,cybersecurity,,immersive,https://www.immersivelabs.com/resources/c7-blog/unforseen-consequences-the-impact-of-faulty-edr-and-elam-drivers/,https://www.immersivelabs.com/resources/c7-blog/unforseen-consequences-the-impact-of-faulty-edr-and-elam-drivers/,,2024-07-19T00:00:00.000Z,1721347200000,583,1-2y,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/679e351e2e8b2b320f09a091_66fd193dcf2ea23dcba8c91f_66be1e4cc8ad2e9890f1b828_Latest-cyber-threats-1.jpeg,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/679e351e2e8b2b320f09a091_66fd193dcf2ea23dcba8c91f_66be1e4cc8ad2e9890f1b828_Latest-cyber-threats-1.jpeg,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/679e351e2e8b2b320f09a091_66fd193dcf2ea23dcba8c91f_66be1e4cc8ad2e9890f1b828_Latest-cyber-threats-1.jpeg,In the wake of the recent Crowdstrike outage,Immersive - Blog Posts - 679e309747ababc3401407fa.csv,679e309747ababc3401407fa
blog-post:navigate-localized-cyber-threats-in-saudi-arabia,Navigate Localized Cyber Threats in Saudi Arabia,navigate-localized-cyber-threats-in-saudi-arabia,blog-post,cybersecurity,,immersive,https://www.immersivelabs.com/resources/c7-blog/navigate-localized-cyber-threats-in-saudi-arabia/,https://www.immersivelabs.com/resources/c7-blog/navigate-localized-cyber-threats-in-saudi-arabia/,,2024-07-18T00:00:00.000Z,1721260800000,584,1-2y,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/679e3545ab66d7db8f2b6372_66fd193fb195f885288c2bb4_66be1e5309a7daad94b7e1e7_MENA-Blog-Image-scaled.jpeg,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/679e3545ab66d7db8f2b6372_66fd193fb195f885288c2bb4_66be1e5309a7daad94b7e1e7_MENA-Blog-Image-scaled.jpeg,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/679e3545ab66d7db8f2b6372_66fd193fb195f885288c2bb4_66be1e5309a7daad94b7e1e7_MENA-Blog-Image-scaled.jpeg,Cyber threats in Saudi Arabia are unique to the region. Read this blog to learn strategies for navigating localized cyber threats.,Immersive - Blog Posts - 679e309747ababc3401407fa.csv,679e309747ababc3401407fa
ebook:ebook-strengthen-supply-chain-cyber-defense-with-these-3-strategies,Strengthen Supply Chain Cyber Defense with These 3 Strategies,ebook-strengthen-supply-chain-cyber-defense-with-these-3-strategies,ebook,cyber-resilience,,immersive,https://www.immersivelabs.com/resources/ebook/ebook-strengthen-supply-chain-cyber-defense-with-these-3-strategies/,https://www.immersivelabs.com/resources/ebook/ebook-strengthen-supply-chain-cyber-defense-with-these-3-strategies/,,2024-07-11T00:00:00.000Z,1720656000000,591,1-2y,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/67adcb07c65af9f54f9254bf_1317856233.png,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/67adcb07c65af9f54f9254bf_1317856233.png,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/67adcb07c65af9f54f9254bf_1317856233.png,"The security of supply chains is now a paramount concern globally, with cyberattacks causing operational disruptions and severe financial and reputational harm.",Immersive - Ebooks - 67a1e0fc2122bab24a53d0e2.csv,67a1e0fc2122bab24a53d0e2
blog-post:worried-about-supply-chain-security-three-strategies-for-increased-protection,Worried About Supply Chain Security? 3 Strategies for Increased Protection,worried-about-supply-chain-security-three-strategies-for-increased-protection,blog-post,cybersecurity,,immersive,https://www.immersivelabs.com/resources/c7-blog/worried-about-supply-chain-security-three-strategies-for-increased-protection/,https://www.immersivelabs.com/resources/c7-blog/worried-about-supply-chain-security-three-strategies-for-increased-protection/,,2024-07-11T00:00:00.000Z,1720656000000,591,1-2y,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/679e3547dd5554e22c047552_677f9790f5aa926e56064d52_1920x1080.jpeg,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/679e3547dd5554e22c047552_677f9790f5aa926e56064d52_1920x1080.jpeg,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/679e3547dd5554e22c047555_677f9790f5aa926e56064d52_1920x1080.jpeg,"Learn to navigate the terrain of supply chain cybersecurity in our latest blog, with preparation, response, and resilience is imperative.",Immersive - Blog Posts - 679e309747ababc3401407fa.csv,679e309747ababc3401407fa
blog-post:understanding-and-mitigating-genai-prompt-injection-attacks-a-call-to-action-for-cisos,Understanding and Mitigating GenAI Prompt Injection Attacks: A Call to Action for CISOs,understanding-and-mitigating-genai-prompt-injection-attacks-a-call-to-action-for-cisos,blog-post,ai,,immersive,https://www.immersivelabs.com/resources/c7-blog/understanding-and-mitigating-genai-prompt-injection-attacks-a-call-to-action-for-cisos/,https://www.immersivelabs.com/resources/c7-blog/understanding-and-mitigating-genai-prompt-injection-attacks-a-call-to-action-for-cisos/,,2024-07-02T00:00:00.000Z,1719878400000,600,1-2y,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/679e351f027134b18f6463aa_66fd193f79be90cb7fc98f80_66be1e53fc4e5b09952cb97c_1080x1080-scaled.jpeg,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/679e351f027134b18f6463aa_66fd193f79be90cb7fc98f80_66be1e53fc4e5b09952cb97c_1080x1080-scaled.jpeg,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/679e351f027134b18f6463aa_66fd193f79be90cb7fc98f80_66be1e53fc4e5b09952cb97c_1080x1080-scaled.jpeg,"GenAI prompt injection risks are rising, as detailed in a study by Immersive Labs. Learn steps CISOs must take to protect from GenAI threats.",Immersive - Blog Posts - 679e309747ababc3401407fa.csv,679e309747ababc3401407fa
blog-post:leading-through-crisis-a-framework-for-decision-making-in-extreme-circumstances,Leading Through Crisis: A Framework for Decision-Making in Extreme Circumstances,leading-through-crisis-a-framework-for-decision-making-in-extreme-circumstances,blog-post,cybersecurity,crisis-simulation,,https://www.immersivelabs.com/resources/c7-blog/leading-through-crisis-a-framework-for-decision-making-in-extreme-circumstances/,https://www.immersivelabs.com/resources/c7-blog/leading-through-crisis-a-framework-for-decision-making-in-extreme-circumstances/,,2024-06-27T00:00:00.000Z,1719446400000,605,1-2y,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/679e353677ed62684e93d7cc_66fd193f3c08712257ad9a28_66be1e40adc5320a0b86cc12_adi-goldstein-EUsVwEOsblE-unsplash-scaled.webp,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/679e353677ed62684e93d7cc_66fd193f3c08712257ad9a28_66be1e40adc5320a0b86cc12_adi-goldstein-EUsVwEOsblE-unsplash-scaled.webp,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/679e353677ed62684e93d7cc_66fd193f3c08712257ad9a28_66be1e40adc5320a0b86cc12_adi-goldstein-EUsVwEOsblE-unsplash-scaled.webp,"Read our most recent blot to learn how leaders can navigate turbulent times, managing crisis and leading through adversity",Immersive - Blog Posts - 679e309747ababc3401407fa.csv,679e309747ababc3401407fa
ebook:ebook-3-steps-for-a-threat-ready-workforce,3 Steps for a Threat-Ready Workforce,ebook-3-steps-for-a-threat-ready-workforce,ebook,ai,emerging-threats,immersive,https://www.immersivelabs.com/resources/ebook/ebook-3-steps-for-a-threat-ready-workforce/,https://www.immersivelabs.com/resources/ebook/ebook-3-steps-for-a-threat-ready-workforce/,,2024-06-24T00:00:00.000Z,1719187200000,608,1-2y,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/67adcb2e344e42d223d65053_1317856232.png,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/67adcb2e344e42d223d65053_1317856232.png,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/67adcb2e344e42d223d65053_1317856232.png,How individuals respond under the intense pressure of a cyber crisis is critical.,Immersive - Ebooks - 67a1e0fc2122bab24a53d0e2.csv,67a1e0fc2122bab24a53d0e2
blog-post:immersive-employee-experience-andy-medlyn,Immersive Employee Experience: Andy Medlyn,immersive-employee-experience-andy-medlyn,blog-post,life-at-immersive,,immersive,https://www.immersivelabs.com/resources/c7-blog/immersive-employee-experience-andy-medlyn/,https://www.immersivelabs.com/resources/c7-blog/immersive-employee-experience-andy-medlyn/,,2024-06-21T00:00:00.000Z,1718928000000,611,1-2y,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/679e3529169b26a93fff22db_6777b4e65201c2594565439c_1920x1080.jpeg,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/679e3529169b26a93fff22db_6777b4e65201c2594565439c_1920x1080.jpeg,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/679e3529169b26a93fff22db_6777b4e65201c2594565439c_1920x1080.jpeg,"Considering careers at Immersive Labs? Read our latest blog to learn firsthand about the company's values, culture, and mission.",Immersive - Blog Posts - 679e309747ababc3401407fa.csv,679e309747ababc3401407fa
blog-post:5-things-to-do-now-to-secure-your-software-supply-chain,5 Things to do Now to Secure Your Software Supply Chain,5-things-to-do-now-to-secure-your-software-supply-chain,blog-post,cybersecurity,,immersive,https://www.immersivelabs.com/resources/c7-blog/5-things-to-do-now-to-secure-your-software-supply-chain/,https://www.immersivelabs.com/resources/c7-blog/5-things-to-do-now-to-secure-your-software-supply-chain/,,2024-06-20T00:00:00.000Z,1718841600000,612,1-2y,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/679e352f699ef97336c0b18e_66fd193f1b86b37a7623a6e5_66be1e530a0f14f762f126d5_1920x1080-1-scaled.jpeg,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/679e352f699ef97336c0b18e_66fd193f1b86b37a7623a6e5_66be1e530a0f14f762f126d5_1920x1080-1-scaled.jpeg,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/679e352f699ef97336c0b18b_66fd193f1b86b37a7623a6e5_66be1e530a0f14f762f126d5_1920x1080-1-scaled.jpeg,Securing your software supply chain is critical to protecting your organization from new threats. Learn how in our latest blog.,Immersive - Blog Posts - 679e309747ababc3401407fa.csv,679e309747ababc3401407fa
webinar:ai-and-appsec-how-to-avoid-insecure-ai-generated-code,AI and AppSec: How to avoid insecure AI-generated code,ai-and-appsec-how-to-avoid-insecure-ai-generated-code,webinar,application-security,,,https://www.immersivelabs.com/resources/webinars/ai-and-appsec-how-to-avoid-insecure-ai-generated-code/,https://www.immersivelabs.com/resources/webinars/ai-and-appsec-how-to-avoid-insecure-ai-generated-code/,,2024-06-13T00:00:00.000Z,1718236800000,619,1-2y,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/679e3530027134b18f64758f_66fd1943f64c03a80aa3b054_66c5e64b5fc5d96ca6c715db_Full-scale-image-scaled.jpeg,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/679e3530027134b18f64758f_66fd1943f64c03a80aa3b054_66c5e64b5fc5d96ca6c715db_Full-scale-image-scaled.jpeg,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/679e3530027134b18f64758f_66fd1943f64c03a80aa3b054_66c5e64b5fc5d96ca6c715db_Full-scale-image-scaled.jpeg,"AI is fundamentally changing how software is written. Developers are increasingly relying on code generated by leveraging generative AI tools and application security experts are scrambling to understand and mitigate security risks. To counteract this emerging threat, the developer community must take proactive measures and foster a culture of continuous lea",Immersive - Webinars - 679f9c1ff10020ae69399e53.csv,679f9c1ff10020ae69399e53
blog-post:the-return-of-unattend-xml-revenge-of-the-cleartext-credentials,The Return of unattend.xml…Revenge of the Cleartext Credentials,the-return-of-unattend-xml-revenge-of-the-cleartext-credentials,blog-post,cybersecurity,cves,immersive,https://www.immersivelabs.com/resources/c7-blog/the-return-of-unattend-xml-revenge-of-the-cleartext-credentials/,https://www.immersivelabs.com/resources/c7-blog/the-return-of-unattend-xml-revenge-of-the-cleartext-credentials/,,2024-06-11T00:00:00.000Z,1718064000000,621,1-2y,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/679e3548fcbc88431c038fc6_66fd193f5c1e65bb52e7cc26_66be1e52413b5febdc7e272d_1080x1080-1-scaled.webp,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/679e3548fcbc88431c038fc6_66fd193f5c1e65bb52e7cc26_66be1e52413b5febdc7e272d_1080x1080-1-scaled.webp,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/679e3548fcbc88431c038fc9_66fd193f5c1e65bb52e7cc26_66be1e52413b5febdc7e272d_1080x1080-1-scaled.webp,Our latest blog teaches you how to remove cleartext credentials once and for all with the help of an expert pentester.,Immersive - Blog Posts - 679e309747ababc3401407fa.csv,679e309747ababc3401407fa
blog-post:shifting-left-overcome-these-5-common-challenges,Shifting Left? Overcome These 5 Common Challenges,shifting-left-overcome-these-5-common-challenges,blog-post,application-security,,immersive,https://www.immersivelabs.com/resources/c7-blog/shifting-left-overcome-these-5-common-challenges/,https://www.immersivelabs.com/resources/c7-blog/shifting-left-overcome-these-5-common-challenges/,,2024-06-04T00:00:00.000Z,1717459200000,628,1-2y,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/679e3520c411fb8715cced75_66fd19406af3f9e6e50e6245_66be1e529868b69761008349_1080x1080-scaled.jpeg,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/679e3520c411fb8715cced75_66fd19406af3f9e6e50e6245_66be1e529868b69761008349_1080x1080-scaled.jpeg,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/679e3520c411fb8715cced80_66fd19406af3f9e6e50e6245_66be1e529868b69761008349_1080x1080-scaled.jpeg,"While a shift left approach can go a long way in improving your overall cyber posture, going beyond basics is key for sustainable security.",Immersive - Blog Posts - 679e309747ababc3401407fa.csv,679e309747ababc3401407fa
blog-post:immersive-employee-experience-amy-kwong-junior-cybersecurity-engineer,"Immersive Employee Experience: Amy Kwong, Junior Cybersecurity Engineer",immersive-employee-experience-amy-kwong-junior-cybersecurity-engineer,blog-post,life-at-immersive,,immersive,https://www.immersivelabs.com/resources/c7-blog/immersive-employee-experience-amy-kwong-junior-cybersecurity-engineer/,https://www.immersivelabs.com/resources/c7-blog/immersive-employee-experience-amy-kwong-junior-cybersecurity-engineer/,,2024-05-30T00:00:00.000Z,1717027200000,633,1-2y,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/679e3529084498f1a4698ab4_6777b63b764b43566dd970b2_1920x1080%2520(1).jpeg,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/679e3529084498f1a4698ab4_6777b63b764b43566dd970b2_1920x1080%2520(1).jpeg,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/679e3529084498f1a4698ab4_6777b63b764b43566dd970b2_1920x1080%2520(1).jpeg,"Learn how Amy Kwong followed her passion for cyber, ultimately landing the role of junior cybersecurity engineer at Immersive Labs.",Immersive - Blog Posts - 679e309747ababc3401407fa.csv,679e309747ababc3401407fa
ebook:dark-side-of-genai-report,Dark Side of GenAI Report,dark-side-of-genai-report,ebook,ai,,john-blythe|kevin-breen|joel-iqbal,https://info.immersivelabs.com/ebook-the-dark-side-of-genai,https://www.immersivelabs.com/resources/ebook/dark-side-of-genai-report/,https://info.immersivelabs.com/ebook-the-dark-side-of-genai,2024-05-21T00:00:00.000Z,1716249600000,642,1-2y,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/680f29511deec315b6af87ab_Dark-Side-Gen-AI-Small.webp,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/680f29511deec315b6af87ab_Dark-Side-Gen-AI-Small.webp,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/680f289d97f8d4ddadd0c3eb_Dark-Side-Gen-AI.webp,GenAI boasts the remarkable ability to mimic human intelligence and tackle complex tasks.,Immersive - Ebooks - 67a1e0fc2122bab24a53d0e2.csv,67a1e0fc2122bab24a53d0e2
blog-post:your-4-step-blueprint-for-a-world-class-security-champion-program,Your 4-Step Blueprint for a World-Class Security Champion Program,your-4-step-blueprint-for-a-world-class-security-champion-program,blog-post,cybersecurity,,immersive,https://www.immersivelabs.com/resources/c7-blog/your-4-step-blueprint-for-a-world-class-security-champion-program/,https://www.immersivelabs.com/resources/c7-blog/your-4-step-blueprint-for-a-world-class-security-champion-program/,,2024-05-21T00:00:00.000Z,1716249600000,642,1-2y,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/679e3547169b26a93fff3684_66fd1940974cb60df947b926_66be1e52b20860c568337588_1080x1080-scaled.jpeg,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/679e3547169b26a93fff3684_66fd1940974cb60df947b926_66be1e52b20860c568337588_1080x1080-scaled.jpeg,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/679e3547169b26a93fff367a_66fd1940974cb60df947b926_66be1e52b20860c568337588_1080x1080-scaled.jpeg,Building a security champion program can help you shift beyond left. Learn four steps to success in our latest blog.,Immersive - Blog Posts - 679e309747ababc3401407fa.csv,679e309747ababc3401407fa
blog-post:ingredients-for-a-cyber-resilient-supply-chain,"Ingredients for a Cyber Resilient Supply Chain: Technology, Human Expertise, and Collaboration",ingredients-for-a-cyber-resilient-supply-chain,blog-post,cybersecurity,,immersive,https://www.immersivelabs.com/resources/c7-blog/ingredients-for-a-cyber-resilient-supply-chain/,https://www.immersivelabs.com/resources/c7-blog/ingredients-for-a-cyber-resilient-supply-chain/,,2024-05-14T00:00:00.000Z,1715644800000,649,1-2y,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/679e3530027134b18f64758f_66fd1943f64c03a80aa3b054_66c5e64b5fc5d96ca6c715db_Full-scale-image-scaled.jpeg,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/679e3530027134b18f64758f_66fd1943f64c03a80aa3b054_66c5e64b5fc5d96ca6c715db_Full-scale-image-scaled.jpeg,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/679e3530027134b18f647593_66fd1943f64c03a80aa3b054_66c5e64b5fc5d96ca6c715db_Full-scale-image-scaled.jpeg,Achieving supply chain security can be feel overwhelming. Read our blog to learn how to secure every line of your supply chain.,Immersive - Blog Posts - 679e309747ababc3401407fa.csv,679e309747ababc3401407fa
case-study:signify-increases-cyber-skills-proficiency-50-with-immersive-labs,Signify Increases Cyber Skills Proficiency 50% with Immersive Labs,signify-increases-cyber-skills-proficiency-50-with-immersive-labs,case-study,threat-intelligence,,immersive,https://info.immersivelabs.com/hubfs/Website%20Documents/Case%20Studies/Signify%20Increases%20Cyber%20Skills%20Proficiency%2050%25%20with%20Immersive%20Labs.pdf,https://www.immersivelabs.com/resources/case-study/signify-increases-cyber-skills-proficiency-50-with-immersive-labs/,https://info.immersivelabs.com/hubfs/Website%20Documents/Case%20Studies/Signify%20Increases%20Cyber%20Skills%20Proficiency%2050%25%20with%20Immersive%20Labs.pdf,2024-05-13T00:00:00.000Z,1715558400000,650,1-2y,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/679d1b576c520c45dc14aa5f_66f29a2556d447108821fd52_jamesathatch_a_man_working.png,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/679d1b576c520c45dc14aa5f_66f29a2556d447108821fd52_jamesathatch_a_man_working.png,,Immersive Labs enables Signify employees to develop the skills necessary to stop the next cyber attack before it begins.,Immersive - Case Studies - 679a1722fc2dcf61d0872f01.csv,679a1722fc2dcf61d0872f01
blog-post:ready-set-respons-a-cisos-worst-day,"Ready, Set, Respond: A CISO’s Worst Day",ready-set-respons-a-cisos-worst-day,blog-post,cybersecurity,,immersive,https://www.immersivelabs.com/resources/c7-blog/ready-set-respons-a-cisos-worst-day/,https://www.immersivelabs.com/resources/c7-blog/ready-set-respons-a-cisos-worst-day/,,2024-05-09T00:00:00.000Z,1715212800000,654,1-2y,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/679e3545027134b18f648d91_66fd19406c423ee2142fc221_66be1e51ad98478ccd72e165_1080x1080-1-scaled.jpeg,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/679e3545027134b18f648d91_66fd19406c423ee2142fc221_66be1e51ad98478ccd72e165_1080x1080-1-scaled.jpeg,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/679e3545027134b18f648d91_66fd19406c423ee2142fc221_66be1e51ad98478ccd72e165_1080x1080-1-scaled.jpeg,How do your cyber skills show up in a real-time crisis? Join us for a Cyber Drill in a city near you to find out.,Immersive - Blog Posts - 679e309747ababc3401407fa.csv,679e309747ababc3401407fa
ebook:beyond-shifting-left-6-tips-for-navigating-secure-development-in-todays-landscape,Beyond Shifting Left: 6 Tips for Navigating Secure Development in Today's Landscape,beyond-shifting-left-6-tips-for-navigating-secure-development-in-todays-landscape,ebook,cyber-resilience,,immersive,https://www.immersivelabs.com/resources/ebook/beyond-shifting-left-6-tips-for-navigating-secure-development-in-todays-landscape/,https://www.immersivelabs.com/resources/ebook/beyond-shifting-left-6-tips-for-navigating-secure-development-in-todays-landscape/,,2024-05-03T00:00:00.000Z,1714694400000,660,1-2y,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/67adcb4d4f89c7368b00d4f6_1317856232%20copy.png,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/67adcb4d4f89c7368b00d4f6_1317856232%20copy.png,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/67adcb4d4f89c7368b00d4f6_1317856232%20copy.png,6 Tips for Navigating Secure Development in Today's Landscape,Immersive - Ebooks - 67a1e0fc2122bab24a53d0e2.csv,67a1e0fc2122bab24a53d0e2
blog-post:3-steps-for-building-a-culture-of-cooperation-across-development-teams,3 Steps for Building a Culture of Cooperation across Development Teams,3-steps-for-building-a-culture-of-cooperation-across-development-teams,blog-post,application-security,,immersive,https://www.immersivelabs.com/resources/c7-blog/3-steps-for-building-a-culture-of-cooperation-across-development-teams/,https://www.immersivelabs.com/resources/c7-blog/3-steps-for-building-a-culture-of-cooperation-across-development-teams/,,2024-04-29T00:00:00.000Z,1714348800000,664,1-2y,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/679e351f0421bb7c8a02bc6f_66fd194018c4db12f4111b02_66be1e5109a7daad94b7e06a_1920x1080-3.jpeg,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/679e351f0421bb7c8a02bc6f_66fd194018c4db12f4111b02_66be1e5109a7daad94b7e06a_1920x1080-3.jpeg,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/679e351f0421bb7c8a02bc78_66fd194018c4db12f4111b02_66be1e5109a7daad94b7e06a_1920x1080-3.jpeg,Shifting left isn't enough to guarantee a culture of security. Read our latest blog to learn 3 steps for building a security cultutre.,Immersive - Blog Posts - 679e309747ababc3401407fa.csv,679e309747ababc3401407fa
blog-post:immersive-labs-and-virtually-testing-foundation-team-up-to-empower-cybersecurity-job-seekers-and-professionals,Immersive Labs and Virtually Testing Foundation Team Up to Empower Cybersecurity Job Seekers and Professionals,immersive-labs-and-virtually-testing-foundation-team-up-to-empower-cybersecurity-job-seekers-and-professionals,blog-post,cybersecurity-training,,immersive,https://www.immersivelabs.com/resources/c7-blog/immersive-labs-and-virtually-testing-foundation-team-up-to-empower-cybersecurity-job-seekers-and-professionals/,https://www.immersivelabs.com/resources/c7-blog/immersive-labs-and-virtually-testing-foundation-team-up-to-empower-cybersecurity-job-seekers-and-professionals/,,2024-04-24T00:00:00.000Z,1713916800000,669,1-2y,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/679e35301b8a79e83942e2cf_66fd19415c1e65bb52e7cd66_66be1e5136070a8ed4e6fde7_1920x1080-1-scaled.jpeg,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/679e35301b8a79e83942e2cf_66fd19415c1e65bb52e7cd66_66be1e5136070a8ed4e6fde7_1920x1080-1-scaled.jpeg,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/679e35301b8a79e83942e2cf_66fd19415c1e65bb52e7cd66_66be1e5136070a8ed4e6fde7_1920x1080-1-scaled.jpeg,Immersive Labs and Virtually Testing Foundation team up to empower cybersecurity job seekers and professionals. Learn how in our latest post.,Immersive - Blog Posts - 679e309747ababc3401407fa.csv,679e309747ababc3401407fa
blog-post:navigate-the-cyber-skills-revolution-with-these-six-strategies,Navigate the Cyber Skills Revolution with these 6 Strategies,navigate-the-cyber-skills-revolution-with-these-six-strategies,blog-post,cybersecurity-training,,immersive,https://www.immersivelabs.com/resources/c7-blog/navigate-the-cyber-skills-revolution-with-these-six-strategies/,https://www.immersivelabs.com/resources/c7-blog/navigate-the-cyber-skills-revolution-with-these-six-strategies/,,2024-04-16T00:00:00.000Z,1713225600000,677,1-2y,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/679e35301b8a79e83942e312_66fd1941289e6f14c3573c01_66be1e51e0f0b6c3458d6e84_1920x1080-scaled.webp,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/679e35301b8a79e83942e312_66fd1941289e6f14c3573c01_66be1e51e0f0b6c3458d6e84_1920x1080-scaled.webp,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/679e35301b8a79e83942e315_66fd1941289e6f14c3573c01_66be1e51e0f0b6c3458d6e84_1920x1080-scaled.webp,The way we view cyber skills is changing. Read our latest blog to learn how a new perspective can uncover hidden talent.,Immersive - Blog Posts - 679e309747ababc3401407fa.csv,679e309747ababc3401407fa
blog-post:empowering-female-leadership-insights-and-advice-for-aspiring-leaders,Empowering Female Leadership: Insights and Advice for Aspiring Leaders,empowering-female-leadership-insights-and-advice-for-aspiring-leaders,blog-post,cybersecurity,,immersive,https://www.immersivelabs.com/resources/c7-blog/empowering-female-leadership-insights-and-advice-for-aspiring-leaders/,https://www.immersivelabs.com/resources/c7-blog/empowering-female-leadership-insights-and-advice-for-aspiring-leaders/,,2024-04-10T00:00:00.000Z,1712707200000,683,1-2y,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/679e3543170b6a90046e4009_66fd1941806784a9031415ed_66be1e51d02c8fa0c85b9586_1920x1080-Option1.jpeg,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/679e3543170b6a90046e4009_66fd1941806784a9031415ed_66be1e51d02c8fa0c85b9586_1920x1080-Option1.jpeg,https://cdn.prod.website-files.com/678a13476d0a697e355dec29/679e3543170b6a90046e4009_66fd1941806784a9031415ed_66be1e51d02c8fa0c85b9586_1920x1080-Option1.jpeg,We sat down with two female Immersive Labs executives to get their perspectives on successful leadership. Read the blog for can't miss tips.,Immersive - Blog Posts - 679e309747ababc3401407fa.csv,679e309747ababc3401407fa
